id,评分,评论,时间
M28****2553,5分 超棒,十月底的九寨沟真是太美了，深度游建议游览两条，在栈道行走，可以看到更多更美的景色。诺日朗中心有餐厅，吸烟室和医务室。小心树林有土蜜蜂，会蛰人！,2021-11-11
飞啊飞a,5分 超棒,风景没得说，景区规划很成熟，观光车会根据客流量调度，我们10点入园游览顺序是长海，五彩池，诺日朗瀑布，五花海，珍珠滩，镜海，火花海，树正瀑布，老虎海，双龙海，双龙瀑布。一天时间完全够,2021-10-07
159****5997,5分 超棒,冬天的九寨沟，别有一番风味，主要是人少😀😀😀门票也便宜,2022-02-11
苗苗penny,5分 超棒,***,2022-02-04
aimessi,5分 超棒,天府三九大，值得体验,2022-01-21
M24****439,4分 满意,是那种，就算你摔了一个四脚朝天，也不算亏的地方，真正山清水秀,2022-01-17
黄尚之上,5分 超棒,怎么说呢，其实九寨各个点都值得一去，那怕是班车不停的上下季节海（有兴趣可以步行游玩哈哈），或者很少人走的栈道，比如镜海长达2公里的栈道，诺日朗瀑布到犀牛海5公里的栈道，其实你真要去走过之后，也许会有意想不到的收获。,2021-10-24
dengzhouming,5分 超棒,九寨沟是很多年前的夏天去游玩过的 这次是春节跟先生和孩子自驾来的，真的是春夏秋冬一年四季的景色都是不一样的美啊 春节自驾过来还是比较惊险刺激的，在松潘就遇上积雪，沿途学雪景到时漂亮，但是由于没买防滑链，有段路就打滑了，还下来推了一小会的，冬天自驾过来的朋友还是应该带上防滑链的哦,2021-10-18
Pau****1023,5分 超棒,这是第三次去九寨沟，也是震后第一次，说老实话，感觉九寨沟的水在地震后还是有影响，没有以前清澈，好看，特别是镜海影响较严重。但是九寨沟的景区管理似乎更好了，国庆期间每天4万多游客，景区动用了***，管理有序，没有特别感觉拥挤。景区外面也比前两次去多修了步道。祝九寨沟越来越好。期待下次高铁之行。,2021-10-06
非你不渴,5分 超棒,九寨沟是“海纳百川”的，碧蓝翠绿的海子，将山川、茂林、晴空、白云、花朵、霞光都收纳起来，“天”与“地”对称，发生了“翻天覆地”的变化，似乎天与地颠倒过来，天在海中，海挂空中似的，形成了另一个缥缈的倒影世界。,2021-09-27
09****775,5分 超棒,九寨沟自然保护区地势南高北低，山谷深切，高差悬殊，区北缘九寨沟口海拔仅2000米，中部峰岭均在4000米以上，南缘达4500米以上，主沟长30多公里。峰顶和两侧山峰基本终年积雪。九寨沟地处青藏高原向四川盆地过渡地带，地质背景复杂，碳酸盐分布广泛，褶皱断裂发育，新构造运动强烈，地壳抬升幅度大，多种营力交错复合，造就了多种多样的地貌，发育了大规模喀斯特作用的钙华沉积，以植物喀斯特钙华沉积为主导，形成九寨沟艳丽典雅的群湖，奔泻湍急的溪流，飞珠溅玉的瀑群，古穆幽深的林莽，连绵起伏的雪峰。 九寨沟自然保护区内有108个高山湖泊，它们大部分成群分布，面积大小不同，小的半亩，大的千亩以上。一条沟有如此之多的高山湖泊，这在全国、全世界也找不到第二条。九寨沟有许多天池，其中最大的长达7公里，天池的四周覆盖着郁郁葱葱的原始森林。九寨沟大型瀑布有17处，为九寨沟诺日朗瀑布。保护区内最大的湖泊为长海子，它由此向南达7公里。,2021-08-07
起灯儿桑,5分 超棒,第三次来九寨了，这次是从成都自驾，过了汶川一路好风光，幸运的是没怎么赶上塌方修路。九寨一如既往的好，就是现在商业氛围比较浓了，景点各种当地人推销产品，这点不如以前好。推荐VIP包车服务，车里专属座位专属导游讲解，重要的是她会安排错峰参观，这点超赞好棒，不用人挤人的照相了,2021-07-09
286****516,5分 超棒,有趣好玩，总体超赞，景色不错，性价比高，人间天堂九寨沟真的名不虚传。景色可以说是美得不可方物。唯一让我觉得失望的是，在诺日朗中心，我们是自己带的方便饭，特别多的人，提供的桌椅板凳量确实也太少了，我们迫不得已，在景区派出所的楼梯上找了地方坐下。最后还是被无情的撵了出来，虽然我们所以人都知道是人家的办公区域，倒是真的九寨沟走走玩玩一上午，真的能够找到一个歇歇脚吃个午饭的地方太难了，景区应该升级这个问题。也请多理解一下游客的心情。毕竟大家还是很有素质的在规定的大区域里面用餐，并没有在景点里面吃饭，如果那样，岂不是更得不偿失。九寨沟如果体力好的朋友徒步，绝对能够欣赏到更多的美景,2021-06-08
M38****5165,5分 超棒,都说一次舒适的旅行是从一个靠谱的司机开始的，真的说的很对，首先很感谢此次九寨黄龙之旅，遇到的团结族司机小哥哥，为人也很和善幽默，开车技术也很好，乘坐沒有晕车，让我们感觉到安全舒适，车辆也很干净，沿途会给我们介绍很多的当地风俗，和人文历史，让我们感受到了藏区的另一种文化，其次对我们在景区的游览方式和路线也讲解的很细致到位，总之一个字，好。希望以后过来出游的朋友，一定要钦点他来做司机哦,2021-05-01
60岁极省自由行,5分 超棒,从九寨沟景县到九寨沟景区省钱路径 去九寨沟景区，如果是从甘南客运车过去，终点一般在九寨沟县客运站，这里距离九寨沟景区还有将近50公里的路程。如何过去呢，省事的，不差钱的可以拼车，一般是100元钱。穷游一族或者喜欢折腾的人可以坐县城公交车转车过去，时间也不慢。在县客运站门口出门左拐过桥150米，有县城1路公交车，1元钱坐到桥下站，下车后，就在原地等公交车去九寨沟沟口站，5元钱。我是坐的13:00开往九寨沟沟口的车，5元钱（这个班车很多的）这样每个人一共6元钱就从九寨沟县客运站到了沟口景区。也有出租车拼车，每个人要25元钱的。如果是白天在九寨沟县转车去沟口公共交通方便省钱。这种往返县城与景区的公交车大约半小时一趟。九寨沟县城的老乡们就是坐着这个车去景区卖东西，我坐的车里面就有好几位，他们一般下午去景区，赶上逛完景区的游人出来买东西。。,2020-10-15
M41****2416,5分 超棒,景色绝对的好，名不虚传。九寨归来不看水。。交通不方便，跟团游。要不就是自驾游。包车游，单独游玩没有车不好弄，，好像在修高铁了，还有飞机可以到黄龙。从机场到九寨沟还要打车。挺麻烦的。,2020-08-04
adller,4分 满意,九寨沟还是值得去的,2022-04-11
M44****7875,5分 超棒,很不错，风景很好看，值得一去的地方，九每个季节有不同的美！,2022-02-16
M17****679,5分 超棒,人少，算包车了。 体验感很好，景色不多评价了，找不到第二个。,2022-01-15
普埃布拉州乾隆,5分 超棒,网上买票，方便快捷，专车接送，专门导游，景美，感觉很棒！,2022-01-18
_CFT01****0179426,5分 超棒,最值得去的地方,2022-01-07
_CFT0****5550,4分 满意,可以，很好！,2022-04-06
chi****xy,4分 满意,冬天景色是另一种感觉，淡季门票也便宜，就是观光车的行程稍微有点紧，基本上是从头到尾只能跟一个车，有时间限制，不像夏天是在站点随上随下,2022-02-13
chi****xy,4分 满意,冬天景色是另一种感觉，淡季门票也便宜，就是观光车的行程稍微有点紧，基本上是从头到尾只能跟一个车，有时间限制，不像夏天是在站点随上随下,2022-02-13
M94****17,5分 超棒,秋天更值得,2022-02-06
_M13****7667,5分 超棒,没啥说的九寨沟的风景名扬天下就是从成都坐车时间太长,2022-01-06
M22****8830,4分 满意,必去一次的九寨，带着老人和孩子一家人出行。端午节人太多了，下栈道都是一个一个贴着走。风景还是不错，听说秋季更美，期待下一次出行！,2022-01-20
M44****2403,5分 超棒,冬季晴天的九寨沟依然美不胜收，由于封山育林，一半以上的栈道关闭。8点半开门，下午3点左右太阳下山。相比而言，夏秋季颜色更好看……,2021-12-02
老鹰在飞翔,5分 超棒,九寨沟位于四川省西北部岷山山脉南段的阿坝藏族羌族自治州九寨沟县漳扎镇境内，地处岷山南段弓杆岭的东北侧。距离成都市400多千米。,2021-10-26
小白,5分 超棒,来第二次了，很不错，特别美，景区管理也特别好,2022-02-27
m29****1679,4分 满意,非常值得去的景点，不过我们冬天去的，有些池子干的，推荐大家天气较暖的时候去，喜欢拍照的友友们就会特别喜欢这种风景优美的地方。,2022-02-08
Apple,5分 超棒,九寨归来不看水，希望疫情早点结束，再次去领略,2022-01-14
喀布尔窦荣定,4分 满意,九寨沟现在真没有地震前好了。五一期间建议就不要走长海方向了，水很小。建议只走原始森林方向一路下来。附上景点照片和行程路线图。,2021-05-01
M24****091,3分 不错,可能是冬季淡季出游 九寨沟里面很多海子都结冰积雪了 彩池也看不出什么颜色 不过还是很美 可以去看看 但是在这玩了几天 接触了一些这里的安多藏民 都是想方设法想编你的钱 感觉相处不是很舒服 也很不会说话容易得罪人 有点鬼迷心窍 一点不想是佛教地区 九寨虽美 但这里的人很拉跨这里,2022-02-09
_WeCh****90512,5分 超棒,九寨沟很美，遗憾的就是熊猫海那段还没开放,2022-02-03
普埃布拉州乾隆,5分 超棒,人少、专车导游服务，景美！线路设计合理！,2022-01-18
🌸 乐逍遥🐬,4分 满意,现在参观景点限时间，要赶时间坐景区车，每个景点都要全车人共同出发，想要在喜欢的景点停留时间长些都不可以。这样限制不喜欢。,2022-01-04
ERIC HUANG 晓北 @WORLDiary,5分 超棒,九寨沟的初冬真的美到极致，冬日来景区有个绝佳的好处人不多，并且景区的游览车专车接送，中途完全不用担心等不到车。游览全程下来大概4-5个小时，但是就是景区的餐厅在淡季是没有开放的，自动售卖机有泡面。但是建议，还是自己带足口粮。同时友情提示，景区里是不能飞无人机的，因为是自然保护区，所以飞无人机会被没收，拍摄需要和景区的营销处提前报备设备和资格证等相关信息，经同意之后，才能在景区当中使用无人机设备。同时建议上午10:00左右进沟，因为是山谷只有迟一些才有好的光线，看到的水才够美。总而言之，非常值得一去。,2021-12-16
流浪~辉,5分 超棒,秋天的九寨沟才是最漂亮的，简直就是上帝打翻了的调色盘🎨随便一拍都是大片，九寨沟的色彩特别是在秋色中，真的是无与伦比的，真心推荐来一套民族服饰，去租的时候一定要会砍价，砍价，砍价，哈哈…因为可以砍价一会的价格穿一天拍摄，200一天一套，很多只会让你在一个点就是200哟,2021-12-05
米白的奇妙旅行,5分 超棒,非常值得一游，景区保护的很好，而且各项设施非常齐全，工作人员的态度非常好，太棒了，骄傲四川有如此完美的景点，建议一定要早点去，因为下午4点后阳光照不进沟里，水的颜色就不美了，如果体力允许一定要试试徒步一段，呼吸新鲜空气，看着美景，真的很棒,2021-12-04
安纳巴老爷,5分 超棒,九寨沟真的名不虚传，实在是太美了，美的像一副画一样，景区的交通非常便利，班车几分钟一趟，去那天赶上山上下雪了，下面下小雨，下午又出太阳了，天气很多变。景区虽然人特别多，但都井然有序，虽然路程较远，但非常值得来看，有机会还会再去的。,2021-11-25
